,SSC_CODE_2016,Census_Name_2016,pop_percentage
3153,SSC13154,Parkville (NSW),"1|New_Zealand|80.0,2|United_Kingdom|30.0,3|Iran|0.0,4|Egypt|0.0,5|Philippines|0.0,0|other_countries|0.0"
3154,SSC13155,Parma,"1|United_Kingdom|22.73,2|New_Zealand|18.18,3|Malta|13.64,4|South_Africa|0.0,5|Egypt|0.0,0|other_countries|22.73"
3155,SSC13156,Parramatta,"1|India|44.16,2|China_exc_SARs_Taiwan|17.72,3|Philippines|3.3,4|Korea_Republic_South|2.25,5|Iran|2.09,0|other_countries|30.05"
3156,SSC13157,Parraweena,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3157,SSC13158,Patchs Beach,"1|South_Africa|37.5,2|Iran|0.0,3|Indonesia|0.0,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|0.0"
3158,SSC13159,Paterson (NSW),"1|United_Kingdom|34.09,2|New_Zealand|27.27,3|Ireland|6.82,4|Malaysia|6.82,5|Fiji|0.0,0|other_countries|20.45"
3159,SSC13160,Patonga,"1|United_Kingdom|34.38,2|Italy|21.88,3|New_Zealand|12.5,4|South_Africa|0.0,5|Fiji|0.0,0|other_countries|21.88"
3160,SSC13161,Paupong,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3161,SSC13162,Paxton,"1|United_Kingdom|33.33,2|New_Zealand|28.89,3|Germany|8.89,4|Philippines|6.67,5|Indonesia|0.0,0|other_countries|20.0"
3162,SSC13163,Paynes Crossing,"1|United_Kingdom|41.18,2|New_Zealand|17.65,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|23.53"
3163,SSC13164,Paytens Bridge,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3164,SSC13165,Peacock Creek,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3165,SSC13166,Peak Hill (NSW),"1|United_Kingdom|38.71,2|New_Zealand|14.52,3|China_exc_SARs_Taiwan|9.68,4|Lebanon|8.06,5|South_Africa|4.84,0|other_countries|19.35"
3166,SSC13167,Peak View,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3167,SSC13168,Peakhurst,"1|China_exc_SARs_Taiwan|22.32,2|United_Kingdom|7.37,3|New_Zealand|6.18,4|Lebanon|5.01,5|Egypt|4.8,0|other_countries|53.96"
3168,SSC13169,Peakhurst Heights,"1|China_exc_SARs_Taiwan|12.36,2|United_Kingdom|11.91,3|Greece|8.99,4|Egypt|6.29,5|Italy|6.29,0|other_countries|51.69"
3169,SSC13170,Pearces Creek,"1|United_Kingdom|32.0,2|Netherlands|12.0,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|28.0"
3170,SSC13171,Pearl Beach,"1|United_Kingdom|34.33,2|New_Zealand|13.43,3|China_exc_SARs_Taiwan|7.46,4|South_Africa|5.22,5|Netherlands|5.22,0|other_countries|20.15"
3171,SSC13172,Peats Ridge,"1|United_Kingdom|16.67,2|New_Zealand|6.25,3|India|6.25,4|Malta|6.25,5|Greece|6.25,0|other_countries|25.0"
3172,SSC13173,Pebbly Beach,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3173,SSC13174,Peel,"1|United_Kingdom|56.0,2|New_Zealand|16.0,3|Netherlands|12.0,4|Indonesia|0.0,5|India|0.0,0|other_countries|12.0"
3174,SSC13175,Peelwood,"1|United_Kingdom|75.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3175,SSC13176,Pejar,"1|United_Kingdom|62.5,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3176,SSC13177,Pelaw Main,"1|United_Kingdom|32.84,2|Philippines|22.39,3|New_Zealand|17.91,4|Thailand|13.43,5|Ireland|7.46,0|other_countries|4.48"
3177,SSC13178,Pelican (NSW),"1|United_Kingdom|35.48,2|New_Zealand|9.68,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|12.9"
3178,SSC13179,Pelton,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3179,SSC13180,Pembrooke,"1|United_Kingdom|100.0,2|Germany|100.0,3|New_Zealand|100.0,4|India|0.0,5|Indonesia|0.0,0|other_countries|0.0"
3180,SSC13181,Pemulwuy,"1|India|21.57,2|Philippines|10.79,3|Fiji|6.76,4|China_exc_SARs_Taiwan|6.12,5|Sri_Lanka|5.9,0|other_countries|48.45"
3181,SSC13182,Pendle Hill,"1|India|36.78,2|Sri_Lanka|22.47,3|China_exc_SARs_Taiwan|3.63,4|Philippines|3.38,5|New_Zealand|2.87,0|other_countries|30.71"
3182,SSC13183,Pennant Hills,"1|China_exc_SARs_Taiwan|17.37,2|United_Kingdom|10.6,3|India|10.46,4|Hong_Kong_SAR_China|7.53,5|Korea_Republic_South|6.58,0|other_countries|45.44"
3183,SSC13184,Penrith,"1|United_Kingdom|19.17,2|India|10.42,3|New_Zealand|7.96,4|Philippines|7.26,5|China_exc_SARs_Taiwan|5.94,0|other_countries|47.84"
3184,SSC13185,Penrose,"1|United_Kingdom|44.23,2|Germany|11.54,3|New_Zealand|9.62,4|Netherlands|5.77,5|India|0.0,0|other_countries|23.08"
3185,SSC13186,Penshurst (NSW),"1|China_exc_SARs_Taiwan|28.9,2|Hong_Kong_SAR_China|5.19,3|Philippines|4.66,4|India|4.65,5|United_Kingdom|3.52,0|other_countries|52.54"
3186,SSC13187,Pericoe,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3187,SSC13188,Perrys Crossing,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3188,SSC13189,Perthville,"1|United_Kingdom|57.58,2|Philippines|21.21,3|New_Zealand|12.12,4|Germany|9.09,5|India|0.0,0|other_countries|9.09"
3189,SSC13190,Petersham,"1|United_Kingdom|17.12,2|New_Zealand|8.75,3|China_exc_SARs_Taiwan|5.09,4|Italy|4.53,5|Vietnam|3.88,0|other_countries|58.47"
3190,SSC13191,Pheasants Nest,"1|United_Kingdom|39.76,2|New_Zealand|9.64,3|Malta|4.82,4|Netherlands|3.61,5|Lebanon|3.61,0|other_countries|15.66"
3191,SSC13192,Phegans Bay,"1|United_Kingdom|42.5,2|New_Zealand|8.75,3|South_Africa|3.75,4|Canada|3.75,5|Netherlands|3.75,0|other_countries|26.25"
3192,SSC13193,Phillip Bay,"1|United_Kingdom|22.73,2|China_exc_SARs_Taiwan|9.09,3|New_Zealand|6.82,4|Greece|6.25,5|Ireland|4.55,0|other_countries|46.02"
3193,SSC13194,Phoenix Park,"1|China_exc_SARs_Taiwan|75.0,2|New_Zealand|0.0,3|Philippines|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
3194,SSC13195,Piallamore,"1|United_Kingdom|46.67,2|Netherlands|20.0,3|New_Zealand|20.0,4|Indonesia|0.0,5|India|0.0,0|other_countries|0.0"
3195,SSC13196,Piallaway,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3196,SSC13197,Piambong,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3197,SSC13198,Picketts Valley,"1|United_Kingdom|62.5,2|Germany|12.5,3|South_Africa|9.38,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|12.5"
3198,SSC13199,Picnic Point,"1|United_Kingdom|11.93,2|China_exc_SARs_Taiwan|9.45,3|Lebanon|7.07,4|Vietnam|6.1,5|New_Zealand|5.65,0|other_countries|58.04"
3199,SSC13200,Picton (NSW),"1|United_Kingdom|45.21,2|New_Zealand|9.41,3|South_Africa|6.05,4|Germany|3.03,5|Ireland|2.86,0|other_countries|33.28"
3200,SSC13201,Pigeonbah,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3201,SSC13202,Piggabeen,"1|New_Zealand|43.24,2|United_Kingdom|24.32,3|Iran|0.0,4|Egypt|0.0,5|Philippines|0.0,0|other_countries|0.0"
3202,SSC13203,Pikapene,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3203,SSC13204,Pillar Valley,"1|United_Kingdom|50.0,2|New_Zealand|16.67,3|Thailand|8.33,4|South_Africa|0.0,5|Fiji|0.0,0|other_countries|19.44"
3204,SSC13205,Pilliga,"1|United_Kingdom|83.33,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3205,SSC13206,Pilot Wilderness,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3206,SSC13207,Pimlico (NSW),"1|United_Kingdom|46.15,2|New_Zealand|38.46,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
3207,SSC13208,Pimlico Island,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3208,SSC13209,Pinbeyan,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3209,SSC13210,Pindaroi,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3210,SSC13211,Pindimar,"1|United_Kingdom|47.73,2|New_Zealand|22.73,3|South_Africa|9.09,4|Philippines|6.82,5|Germany|6.82,0|other_countries|9.09"
3211,SSC13212,Pine Camp,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3212,SSC13213,Pine Clump,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3213,SSC13214,Pine Grove (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3214,SSC13215,Pine Lodge (NSW),"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3215,SSC13216,Pine Ridge,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3216,SSC13217,Pine Valley,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3217,SSC13218,Piney Range,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3218,SSC13219,Pinkett,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3219,SSC13220,Pinnacle (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3220,SSC13221,Pinnacle Swamp,"1|United_Kingdom|37.5,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3221,SSC13222,Pinny Beach,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3222,SSC13223,Piora,"1|United_Kingdom|33.33,2|New_Zealand|33.33,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
3223,SSC13224,Pipeclay,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3224,SSC13225,Pitnacree,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3225,SSC13226,Pitt Town,"1|United_Kingdom|37.87,2|South_Africa|7.64,3|New_Zealand|7.64,4|Malta|5.98,5|Germany|4.65,0|other_countries|32.23"
3226,SSC13227,Pitt Town Bottoms,"1|China_exc_SARs_Taiwan|68.42,2|United_Kingdom|15.79,3|Malta|15.79,4|New_Zealand|15.79,5|India|0.0,0|other_countries|0.0"
3227,SSC13228,Pleasant Hills,"1|United_Kingdom|0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3228,SSC13229,Pleasure Point,"1|India|15.04,2|Egypt|9.77,3|United_Kingdom|7.52,4|FYROM|6.02,5|Fiji|5.26,0|other_countries|35.34"
3229,SSC13230,Plumpton (NSW),"1|Philippines|34.82,2|Fiji|11.67,3|India|7.15,4|Pakistan|6.77,5|New_Zealand|4.75,0|other_countries|34.39"
3230,SSC13231,Point Clare,"1|United_Kingdom|35.8,2|New_Zealand|10.56,3|South_Africa|5.62,4|China_exc_SARs_Taiwan|4.39,5|India|3.16,0|other_countries|38.13"
3231,SSC13232,Point Frederick,"1|United_Kingdom|27.23,2|New_Zealand|11.14,3|India|8.91,4|China_exc_SARs_Taiwan|5.69,5|Korea_Republic_South|5.2,0|other_countries|36.39"
3232,SSC13233,Point Piper,"1|United_Kingdom|16.67,2|China_exc_SARs_Taiwan|13.12,3|South_Africa|11.25,4|New_Zealand|7.92,5|Singapore|3.33,0|other_countries|41.67"
3233,SSC13234,Point Wolstoncroft,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3234,SSC13235,Pointer Mountain,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3235,SSC13236,Pokolbin,"1|United_Kingdom|37.32,2|New_Zealand|16.9,3|South_Africa|6.34,4|Germany|3.52,5|Sri_Lanka|3.52,0|other_countries|21.13"
3236,SSC13237,Pola Creek,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3237,SSC13238,Polo Flat,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3238,SSC13239,Pomeroy,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3239,SSC13240,Pomona (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3240,SSC13241,Ponto,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3241,SSC13242,Pooncarie,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3242,SSC13243,Port Botany,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3243,SSC13244,Port Hacking,"1|United_Kingdom|30.08,2|Lebanon|6.02,3|China_exc_SARs_Taiwan|5.26,4|Italy|4.51,5|Greece|4.51,0|other_countries|37.59"
3244,SSC13245,Port Kembla,"1|FYROM|35.19,2|Italy|11.36,3|United_Kingdom|10.03,4|New_Zealand|6.58,5|Greece|4.78,0|other_countries|28.68"
3245,SSC13246,Port Macquarie,"1|United_Kingdom|41.77,2|New_Zealand|11.57,3|Germany|3.43,4|South_Africa|3.28,5|Philippines|2.94,0|other_countries|34.23"
3246,SSC13247,Port Stephens,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3247,SSC13248,Porters Creek,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3248,SSC13249,Porters Retreat,"1|United_Kingdom|30.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3249,SSC13250,Portland (NSW),"1|United_Kingdom|41.14,2|New_Zealand|10.76,3|Netherlands|6.96,4|Germany|4.43,5|Philippines|4.43,0|other_countries|24.68"
3250,SSC13251,Possum Brush,"1|United_Kingdom|52.17,2|Germany|34.78,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
3251,SSC13252,Possum Creek,"1|United_Kingdom|36.0,2|New_Zealand|10.0,3|Canada|6.0,4|Italy|6.0,5|South_Africa|0.0,0|other_countries|8.0"
3252,SSC13253,Potato Point,"1|United_Kingdom|50.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|31.25"
3253,SSC13254,Pottery Estate,"1|India|44.44,2|United_Kingdom|44.44,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
3254,SSC13255,Potts Hill,"1|Korea_Republic_South|20.17,2|Vietnam|15.24,3|China_exc_SARs_Taiwan|15.24,4|India|6.01,5|Philippines|4.51,0|other_countries|38.84"
3255,SSC13256,Potts Point,"1|United_Kingdom|20.58,2|New_Zealand|11.33,3|Italy|3.9,4|Thailand|3.31,5|Philippines|3.21,0|other_countries|52.11"
3256,SSC13257,Pottsville,"1|United_Kingdom|43.26,2|New_Zealand|18.2,3|Netherlands|2.81,4|Germany|2.7,5|South_Africa|2.58,0|other_countries|24.38"
3257,SSC13258,Prairiewood,"1|Iraq|21.98,2|Vietnam|14.18,3|Italy|6.87,4|Croatia|4.95,5|China_exc_SARs_Taiwan|2.97,0|other_countries|48.36"
3258,SSC13259,Premer,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3259,SSC13260,Prestons,"1|Fiji|15.3,2|India|8.11,3|Philippines|7.47,4|Iraq|6.03,5|Vietnam|4.11,0|other_countries|58.6"
3260,SSC13261,Pretty Beach (Central Coast - NSW),"1|United_Kingdom|54.0,2|India|6.0,3|Germany|6.0,4|Egypt|0.0,5|Poland|0.0,0|other_countries|6.0"
3261,SSC13262,Pretty Beach (Shoalhaven - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3262,SSC13263,Pretty Pine,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3263,SSC13264,Primbee,"1|United_Kingdom|20.0,2|Greece|13.33,3|Italy|9.09,4|Germany|4.85,5|FYROM|4.24,0|other_countries|44.24"
3264,SSC13265,Primrose Valley,"1|United_Kingdom|60.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|60.0"
3265,SSC13266,Prospect (NSW),"1|India|12.29,2|Philippines|8.1,3|Fiji|8.04,4|Malta|5.61,5|United_Kingdom|5.55,0|other_countries|60.08"
3266,SSC13267,Pucawan,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3267,SSC13268,Puddledock,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3268,SSC13269,Pulganbar,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3269,SSC13270,Pullabooka,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3270,SSC13271,Pulletop,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3271,SSC13272,Pumpenbil,"1|United_Kingdom|25.93,2|Japan|11.11,3|New_Zealand|11.11,4|South_Africa|0.0,5|Singapore|0.0,0|other_countries|11.11"
3272,SSC13273,Punchbowl (Canterbury-Bankstown - NSW),"1|Lebanon|26.3,2|Vietnam|11.06,3|Pakistan|6.08,4|China_exc_SARs_Taiwan|5.64,5|Greece|3.77,0|other_countries|47.12"
3273,SSC13274,Punchbowl (Clarence Valley - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3274,SSC13275,Purfleet,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3275,SSC13276,Purlewaugh,"1|United_Kingdom|71.43,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|85.71"
3276,SSC13277,Putney,"1|China_exc_SARs_Taiwan|16.12,2|United_Kingdom|10.69,3|Italy|8.71,4|Vietnam|4.66,5|Hong_Kong_SAR_China|3.53,0|other_countries|53.1"
3277,SSC13278,Putta Bucca,"1|United_Kingdom|40.0,2|South_Africa|26.67,3|New_Zealand|20.0,4|Indonesia|0.0,5|India|0.0,0|other_countries|0.0"
3278,SSC13279,Putty,"1|United_Kingdom|52.38,2|Egypt|19.05,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|23.81"
3279,SSC13280,Pyangle,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3280,SSC13281,Pymble,"1|China_exc_SARs_Taiwan|20.73,2|United_Kingdom|14.79,3|Korea_Republic_South|7.05,4|South_Africa|6.92,5|Hong_Kong_SAR_China|6.78,0|other_countries|41.67"
3281,SSC13282,Pyramul,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3282,SSC13283,Pyree,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3283,SSC13284,Pyrmont,"1|China_exc_SARs_Taiwan|13.31,2|United_Kingdom|10.96,3|Korea_Republic_South|7.41,4|India|5.43,5|New_Zealand|4.62,0|other_countries|55.82"
3284,SSC13285,Quaama,"1|United_Kingdom|47.37,2|New_Zealand|10.53,3|Germany|7.89,4|Netherlands|7.89,5|Indonesia|0.0,0|other_countries|0.0"
3285,SSC13286,Quakers Hill,"1|India|26.93,2|Philippines|15.34,3|United_Kingdom|5.57,4|New_Zealand|4.83,5|Sri_Lanka|4.46,0|other_countries|42.17"
3286,SSC13287,Quambone,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3287,SSC13288,Quanda,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3288,SSC13289,Quandary,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3289,SSC13290,Quandialla,"1|United_Kingdom|28.57,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3290,SSC13291,Queanbeyan,"1|India|16.11,2|United_Kingdom|10.96,3|New_Zealand|7.15,4|Philippines|7.09,5|FYROM|6.48,0|other_countries|51.34"
3291,SSC13292,Queanbeyan East,"1|India|21.89,2|United_Kingdom|11.32,3|New_Zealand|6.04,4|Philippines|5.75,5|FYROM|5.0,0|other_countries|48.49"
3292,SSC13293,Queanbeyan West,"1|United_Kingdom|15.59,2|New_Zealand|9.77,3|FYROM|9.36,4|Philippines|8.32,5|India|5.2,0|other_countries|49.48"
3293,SSC13294,Queens Park (NSW),"1|United_Kingdom|23.77,2|New_Zealand|9.49,3|South_Africa|6.36,4|Ireland|3.91,5|China_exc_SARs_Taiwan|3.68,0|other_countries|49.55"
3294,SSC13295,Queens Pinch,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3295,SSC13296,Queenscliff (NSW),"1|United_Kingdom|31.51,2|New_Zealand|11.25,3|South_Africa|5.79,4|Ireland|3.39,5|Germany|2.73,0|other_countries|39.04"
3296,SSC13297,Quialigo,"1|United_Kingdom|44.83,2|New_Zealand|17.24,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
3297,SSC13298,Quidong,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3298,SSC13299,Quiera,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3299,SSC13300,Quipolly,"1|United_Kingdom|80.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3300,SSC13301,Quirindi,"1|United_Kingdom|35.37,2|New_Zealand|21.95,3|Italy|5.49,4|India|5.49,5|Philippines|4.88,0|other_countries|31.71"
3301,SSC13302,Quorrobolong,"1|United_Kingdom|48.65,2|New_Zealand|37.84,3|Netherlands|10.81,4|Japan|8.11,5|Ireland|8.11,0|other_countries|0.0"
3302,SSC13303,Raby,"1|United_Kingdom|16.98,2|India|7.14,3|New_Zealand|7.07,4|Philippines|5.89,5|Fiji|4.3,0|other_countries|56.34"
3303,SSC13304,Raglan (NSW),"1|United_Kingdom|35.0,2|New_Zealand|28.75,3|Lebanon|7.5,4|Canada|5.0,5|South_Africa|3.75,0|other_countries|21.25"
3304,SSC13305,Rainbow Flat,"1|United_Kingdom|53.09,2|Germany|8.64,3|Ireland|6.17,4|Philippines|4.94,5|New_Zealand|3.7,0|other_countries|7.41"
3305,SSC13306,Rainbow Reach,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3306,SSC13307,Raleigh,"1|United_Kingdom|42.86,2|New_Zealand|20.78,3|Canada|5.19,4|Ireland|3.9,5|Philippines|3.9,0|other_countries|9.09"
3307,SSC13308,Ramornie,"1|United_Kingdom|25.0,2|Zimbabwe|14.29,3|Germany|14.29,4|South_Africa|10.71,5|New_Zealand|10.71,0|other_countries|10.71"
3308,SSC13309,Ramsgate,"1|United_Kingdom|11.49,2|Egypt|10.63,3|Greece|10.63,4|China_exc_SARs_Taiwan|6.9,5|FYROM|6.03,0|other_countries|56.61"
3309,SSC13310,Ramsgate Beach,"1|Greece|13.73,2|United_Kingdom|7.16,3|Egypt|6.96,4|New_Zealand|4.06,5|FYROM|3.68,0|other_countries|61.12"
3310,SSC13311,Rand,"1|United_Kingdom|42.86,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3311,SSC13312,Randwick,"1|United_Kingdom|18.42,2|Ireland|9.97,3|China_exc_SARs_Taiwan|9.39,4|New_Zealand|5.8,5|South_Africa|3.69,0|other_countries|50.37"
3312,SSC13313,Rangari,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3313,SSC13314,Rangers Valley,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3314,SSC13315,Rankin Park,"1|United_Kingdom|21.98,2|New_Zealand|7.69,3|China_exc_SARs_Taiwan|7.69,4|Germany|5.86,5|India|5.49,0|other_countries|47.25"
3315,SSC13316,Rankins Springs,"1|United_Kingdom|90.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
